FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
490|Additional Hill|Summit|AZ|04|Coconino|005|354448N|1113857W|35.7466649|-111.6490393|||||1906|6253|Additional Hill|02/08/1980|
537|Ajax Hill|Summit|AZ|04|Cochise|003|314032N|1100451W|31.6756473|-110.0809102|||||1613|5292|Tombstone|02/08/1980|
671|Antelope Hill|Summit|AZ|04|Yuma|027|324214N|1140057W|32.7039358|-114.0157671|||||245|804|Wellton Mesa|02/08/1980|
962|Baker Hill|Summit|AZ|04|Graham|009|323007N|1100944W|32.5020161|-110.1623033|||||1601|5253|Harrison Canyon|02/08/1980|
979|Bald Hill|Summit|AZ|04|Yavapai|025|340110N|1121511W|34.0194776|-112.252941|||||1156|3793|Columbia|02/08/1980|
1431|Bird Nest Hill|Summit|AZ|04|Pima|019|315702N|1115720W|31.9506309|-111.9556806|||||857|2812|Sells West|02/08/1980|
1520|Black Hill|Summit|AZ|04|Pinal|021|330808N|1112038W|33.1356146|-111.344012|||||543|1781|Florence NE|02/08/1980|
1521|Black Hill|Summit|AZ|04|Yavapai|025|340029N|1125025W|34.0080842|-112.8401808|||||842|2762|Flores|02/08/1980|
1522|Black Hill|Summit|AZ|04|Yavapai|025|340109N|1121832W|34.0191996|-112.3087765|||||891|2923|Columbia|02/08/1980|
1523|Black Hill|Summit|AZ|04|Apache|001|365756N|1093609W|36.9655572|-109.602612|||||1610|5282|Walker Creek Reservoir|02/08/1980|
1600|Black Rock Hill|Summit|AZ|04|La Paz|012|333524N|1133847W|33.5900327|-113.6463174|||||415|1362|Hope SW|02/08/1980|
1639|Black Wood Hill|Summit|AZ|04|Apache|001|361132N|1091655W|36.1922261|-109.2820468|||||2173|7129|Black Rock Butte|02/08/1980|
1696|Blue Clay Hill|Summit|AZ|04|Apache|001|362835N|1091855W|36.4763899|-109.3153808|||||1811|5942|Bad Bug Butte|02/08/1980|
1879|Boundary Hill|Summit|AZ|04|Mohave|015|361205N|1140250W|36.2013741|-114.0471831|||||557|1827|Iceberg Canyon|02/08/1980|
2020|Brunckow Hill|Summit|AZ|04|Cochise|003|313702N|1100928W|31.6173156|-110.1578558|||||1359|4459|Lewis Springs|02/08/1980|
2093|Buckhorn Hill|Summit|AZ|04|Navajo|017|343908N|1101128W|34.6522546|-110.1912311|||||1778|5833|Flattop Hill|02/08/1980|
2136|Buford Hill|Summit|AZ|04|Graham|009|325010N|1101428W|32.8361764|-110.2411978|||||1969|6460|Buford Hill|02/08/1980|
2139|Buggeln Hill|Summit|AZ|04|Coconino|005|355855N|1115701W|35.9819295|-111.9501621|||||2173|7129|Grandview Point|02/08/1980|
2359|Cairo Hill|Summit|AZ|04|Pinal|021|331015N|1105848W|33.1708938|-110.9801134|||||770|2526|Hot Tamale Peak|02/08/1980|
2413|Campbell Hill|Summit|AZ|04|Maricopa|013|335604N|1130332W|33.9344735|-113.0587981|||||772|2533|Forepaugh Peak|02/08/1980|
2818|Chihuahua Hill|Summit|AZ|04|Cochise|003|312641N|1095435W|31.4448215|-109.9097969|||||1798|5899|Bisbee|02/08/1980|
2881|Chiweton Hill|Summit|AZ|04|Pima|019|315234N|1121153W|31.8761878|-112.1981863|||||608|1995|Kupk|02/08/1980|
2890|Choyojdolid Hill|Summit|AZ|04|Apache|001|354228N|1092313W|35.7077925|-109.3870453|||||2201|7221|Kinlichee|02/08/1980|
2903|Chuar Lava Hill|Summit|AZ|04|Coconino|005|360842N|1114934W|36.144986|-111.8259925|||||1198|3930|Cape Solitude|02/08/1980|
2946|Cinder Hill|Summit|AZ|04|Cochise|003|312605N|1091840W|31.4348231|-109.3111733|||||1447|4747|Cinder Hill|02/08/1980|
2950|Cintura Hill|Summit|AZ|04|Cochise|003|312847N|1095119W|31.4798206|-109.8553517|||||1861|6106|Bisbee NE|02/08/1980|
3015|Cliff Rose Hill|Summit|AZ|04|Navajo|017|362423N|1101122W|36.406388|-110.1895723|||||2312|7585|Cliff Rose Hill|02/08/1980|
3152|Comstock Hill|Summit|AZ|04|Cochise|003|314310N|1100427W|31.7195347|-110.0742431|||||1394|4573|Tombstone|02/08/1980|
3154|Concentrator Hill|Summit|AZ|04|Pima|019|322148N|1125126W|32.3633917|-112.8570986|||||628|2060|Ajo South|02/08/1980|
3231|Copper King Hill|Summit|AZ|04|Cochise|003|312625N|1095400W|31.4403772|-109.9000743|||||1750|5741|Bisbee|02/08/1980|
3347|Cottonwood Hill|Summit|AZ|04|Pinal|021|325027N|1105655W|32.8409016|-110.9487198|||||1341|4400|Black Mountain|02/08/1980|
3626|Crystal Hill|Summit|AZ|04|La Paz|012|333144N|1140646W|33.5289189|-114.1127195|||||554|1818|Crystal Hill|02/08/1980|
3667|Cyclone Hill|Summit|AZ|04|Graham|009|324140N|1094515W|32.6945121|-109.7542457|||||1217|3993|Mount Graham|02/08/1980|
3673|D Hill|Summit|AZ|04|Cochise|003|312045N|1092831W|31.3459362|-109.4753432|||||1420|4659|East of Douglas|02/08/1980|
3850|Denver Hill|Summit|AZ|04|Yavapai|025|340202N|1123359W|34.0339196|-112.5662851|||||1343|4406|Morgan Butte|02/08/1980|
3947|Dilkon Hill|Summit|AZ|04|Navajo|017|352258N|1101925W|35.3827904|-110.3237399|||||1882|6174|Dilkon|02/08/1980|
4083|Dozer Hill|Summit|AZ|04|Pinal|021|330801N|1111843W|33.1336706|-111.3120668|||||568|1863|Florence NE|02/08/1980|
4222|Dynamite Hill|Summit|AZ|04|Coconino|005|360804N|1111326W|36.1344373|-111.2237516|||||1535|5036|Tuba City|02/08/1980|
4441|Emmett Hill|Summit|AZ|04|Coconino|005|364149N|1115322W|36.6969315|-111.8893359|||||1520|4987|Emmett Hill|02/08/1980|
4648|Fivemile Hill|Summit|AZ|04|La Paz|012|340530N|1141631W|34.0916839|-114.2752279|||||153|502|Parker SE|02/08/1980|
4680|Flattop Hill|Summit|AZ|04|Navajo|017|344000N|1100936W|34.6666989|-110.1601192|||||1782|5846|Flattop Hill|02/08/1980|
4758|Fortification Hill|Summit|AZ|04|Mohave|015|360239N|1144053W|36.0441476|-114.6813702|||||1114|3655|Hoover Dam|02/08/1980|
4854|Fresnal Hill|Summit|AZ|04|Pima|019|314729N|1114218W|31.7914711|-111.7051153|||||967|3173|Chiuli Shaik|02/08/1980|
5079|Goat Hill|Summit|AZ|04|Graham|009|324812N|1095457W|32.8034002|-109.9159147|||||1146|3760|Shingle Mill Mountain|02/08/1980|
5108|Gold Hill|Summit|AZ|04|Cochise|003|312353N|1095046W|31.3981562|-109.8461841|||||1812|5945|Bisbee NE|02/08/1980|
5109|Gold Hill|Summit|AZ|04|Cochise|003|322013N|1090916W|32.3370223|-109.1545035|||||1258|4127|San Simon|02/08/1980|
5110|Gold Hill|Summit|AZ|04|Yavapai|025|340234N|1121735W|34.0428105|-112.2929424|||||1181|3875|Columbia|02/08/1980|
5111|Gold Hill|Summit|AZ|04|Coconino|005|360640N|1114435W|36.1110985|-111.7429328|||||1882|6174|Blue Spring|02/08/1980|
5263|Grant Hill|Summit|AZ|04|Graham|009|323953N|1095320W|32.6647909|-109.8889674|||||2886|9468|Webb Peak|02/08/1980|
5300|Grassy Hill|Summit|AZ|04|Cochise|003|312713N|1095138W|31.4537102|-109.8606293|||||2001|6565|Bisbee NE|02/08/1980|
5308|Graveled Hill|Summit|AZ|04|Navajo|017|344029N|1100652W|34.6747544|-110.1145625|||||1743|5718|Tenmile Cedars|02/08/1980|
5396|Grooms Hill|Summit|AZ|04|Yavapai|025|340316N|1123155W|34.0544751|-112.5318397|||||1285|4216|Morgan Butte|02/08/1980|
5461|Haberstock Hill|Summit|AZ|04|Cochise|003|314900N|1100034W|31.8167541|-110.0095181|||||1539|5049|Haberstock Hill|02/08/1980|
5978|Horse Pasture Hill|Summit|AZ|04|Pima|019|315119N|1111056W|31.8553619|-111.1823184|||||1595|5233|Batamote Hills|02/08/1980|
6067|Howard Hill|Summit|AZ|04|Coconino|005|354730N|1121629W|35.7916569|-112.274615|||||1852|6076|Howard Hill|02/08/1980|
6091|Hubbell Hill|Summit|AZ|04|Apache|001|354240N|1093341W|35.7111242|-109.5614942|||||1960|6430|Ganado|02/08/1980|
6404|Jesuit Hill|Summit|AZ|04|Pima|019|322536N|1113221W|32.4267361|-111.5392828|||||920|3018|Silver Bell West|02/08/1980|
6426|Joe Blake Hill|Summit|AZ|04|Mohave|015|365626N|1132731W|36.9405383|-113.4585639|||||1182|3878|Yellowhorse Flat|02/08/1980|
6492|Jones Hill|Summit|AZ|04|Cochise|003|312641N|1095411W|31.4448215|-109.9031301|||||1799|5902|Bisbee|02/08/1980|
6493|Jones Hill|Summit|AZ|04|Mohave|015|362929N|1132144W|36.4913699|-113.362167|||||1563|5128|Jones Hill|02/08/1980|
6519|Juan Hill|Summit|AZ|04|Graham|009|324944N|1100747W|32.8289547|-110.1298065|||||1430|4692|Buford Hill|02/08/1980|
6572|Ka Kohl Hill|Summit|AZ|04|Pima|019|322149N|1113758W|32.3636817|-111.6328977|||||705|2313|Queens Well|02/08/1980|
6636|Keefer Hill|Summit|AZ|04|Maricopa|013|334416N|1121319W|33.7378145|-112.2218244|||||507|1663|Hedgpeth Hills|02/08/1980|
6738|Knob Hill|Summit|AZ|04|Cochise|003|312526N|1095714W|31.4239887|-109.9539641|||||1847|6060|Bisbee|02/08/1980|
6739|Knob Hill|Summit|AZ|04|Cochise|003|315520N|1100335W|31.9223065|-110.059793|||||1550|5085|Knob Hill|02/08/1980|
6764|Koht Kohl Hill|Summit|AZ|04|Pima|019|322153N|1113445W|32.3647929|-111.579284|||||838|2749|Koht Kohl Hill|02/08/1980|
6938|Leaf Hill|Summit|AZ|04|Navajo|017|353432N|1103025W|35.5755642|-110.5070778|||||1720|5643|Tovar Mesa East|02/08/1980|
6998|Lice Hill|Summit|AZ|04|Coconino|005|361049N|1110207W|36.18027|-111.0351429|||||1627|5338|Middle Mesa|02/08/1980|
7007|Lii Haaditiih Hill|Summit|AZ|04|Coconino|005|353525N|1110645W|35.5902805|-111.1123651|||||1507|4944|White Water Tank|02/08/1980|
7011|Lime Hill|Summit|AZ|04|Pima|019|321340N|1125530W|32.2278378|-112.9248793|||||559|1834|Bates Well|02/08/1980|
7036|Lindbergh Hill|Summit|AZ|04|Coconino|005|361745N|1120457W|36.295816|-112.082393|||||2718|8917|Little Park Lake|02/08/1980|
7051|Lion Hill|Summit|AZ|04|La Paz|012|341101N|1141111W|34.1836274|-114.1863368|||||330|1083|Cross Roads|02/08/1980|
7116|Little Gray Hill|Summit|AZ|04|Coconino|005|355719N|1111357W|35.9552726|-111.2323618|||||1653|5423|Goldtooth|02/08/1980|
7131|Little Ice Cream Cone Hill|Summit|AZ|04|Apache|001|362609N|1095208W|36.4358339|-109.8690038|||||1887|6191|Rough Rock|02/08/1980|
7309|Lone Sharp Hill|Summit|AZ|04|Navajo|017|363346N|1100234W|36.562778|-110.042899|||||1796|5892|Chilchinbito|02/08/1980|
7623|Malpais Hill|Summit|AZ|04|Pima|019|322848N|1113349W|32.4800682|-111.5637291|||||775|2543|Silver Bell West|02/08/1980|
7624|Malpais Hill|Summit|AZ|04|Maricopa|013|324231N|1130440W|32.7086629|-113.0776726|||||258|846|Malpais Hill|02/08/1980|
7625|Malpais Hill|Summit|AZ|04|Pinal|021|325445N|1104422W|32.9125663|-110.7395487|||||759|2490|Dudleyville|02/08/1980|
7626|Malpais Hill|Summit|AZ|04|Yavapai|025|340614N|1121738W|34.1039207|-112.2937757|||||1715|5627|Columbia|02/08/1980|
7656|Many Bobcats Hill|Summit|AZ|04|Navajo|017|360417N|1103036W|36.0713891|-110.5101362|||||1958|6424|Rocky Ridge SE|02/08/1980|
7744|Martinez Hill|Summit|AZ|04|Pima|019|320623N|1105917W|32.1064674|-110.9881477|||||868|2848|Tucson SW|02/08/1980|
7779|Maud Hill|Summit|AZ|04|Cochise|003|314425N|1094832W|31.7403691|-109.8089602|||||1530|5020|Outlaw Mountain|02/08/1980|
7981|Middle Hill|Summit|AZ|04|Coconino|005|355026N|1113858W|35.8405506|-111.6493165|||||1930|6332|Willows Camp|02/08/1980|
8047|Military Hill|Summit|AZ|04|Cochise|003|314100N|1100407W|31.6834247|-110.0686878|||||1611|5285|Tombstone|02/08/1980|
8100|Mineral Hill|Summit|AZ|04|Pima|019|315912N|1110452W|31.9867474|-111.081206|||||1072|3517|Twin Buttes|02/08/1980|
8101|Mineral Hill|Summit|AZ|04|La Paz|012|341343N|1140059W|34.2286273|-114.0163315|||||466|1529|Osborne Well|02/08/1980|
8151|Mockingbird Hill|Summit|AZ|04|Maricopa|013|335706N|1124128W|33.9516974|-112.6910099|||||693|2274|Wickenburg|02/08/1980|
8238|Monument Hill|Summit|AZ|04|Maricopa|013|332237N|1121823W|33.376988|-112.3062664|||||353|1158|Tolleson|02/08/1980|
8239|Monument Hill|Summit|AZ|04|Navajo|017|344208N|1101238W|34.7022532|-110.2106765|||||1715|5627|Flattop Hill|02/08/1980|
8255|Moon Hill|Summit|AZ|04|Maricopa|013|333644N|1120520W|33.6122626|-112.0887619|||||507|1663|Sunnyslope|02/08/1980|
8295|Mormon Hill|Summit|AZ|04|Apache|001|342803N|1093902W|34.4675364|-109.6506625|||||1959|6427|Concho Lake|02/08/1980|
8440|Mural Hill|Summit|AZ|04|Cochise|003|312705N|1095305W|31.451488|-109.8847965|||||1979|6493|Bisbee|02/08/1980|
8756|North Red Hill|Summit|AZ|04|Coconino|005|363229N|1113639W|36.5413774|-111.6107114|||||1660|5446|Cedar Tree Hills|02/08/1980|
9029|Outlaw Hill|Summit|AZ|04|Maricopa|013|335416N|1125906W|33.9044742|-112.9849061|||||893|2930|Outlaw Hill|02/08/1980|
9086|Pack Rat Hill|Summit|AZ|04|Pima|019|322248N|1130021W|32.3800574|-113.005717|||||465|1526|Growler Peak|02/08/1980|
9292|Pearce Hill|Summit|AZ|04|Cochise|003|315400N|1094900W|31.9000867|-109.8167343|||||1438|4718|Pearce|02/08/1980|
9327|Peridot Hill|Summit|AZ|04|Gila|007|331914N|1102942W|33.3206135|-110.4951003|||||981|3218|San Carlos|02/08/1980|
9423|Pilcher Hill|Summit|AZ|04|Maricopa|013|334233N|1121146W|33.7092042|-112.1959895|||||482|1581|Hedgpeth Hills|02/08/1980|
9502|Piney Hill|Summit|AZ|04|Apache|001|354541N|1091007W|35.7614037|-109.1687073|||||2471|8107|Piney Hill|02/08/1980|
9541|Pisto Hill|Summit|AZ|04|Pima|019|320352N|1103850W|32.0645244|-110.6473033|||||1205|3953|Vail|02/08/1980|
9590|Pocket Hill|Summit|AZ|04|Mohave|015|365427N|1133950W|36.9074802|-113.6638488|||||1160|3806|Purgatory Canyon|02/08/1980|
9707|Pottery Hill|Summit|AZ|04|Coconino|005|353457N|1110107W|35.582504|-111.0184747|||||1477|4846|White Water Tank|02/08/1980|
9785|Proctor Hill|Summit|AZ|04|Pima|019|320953N|1113805W|32.1647966|-111.6348402|||||793|2602|Black Hills|02/08/1980|
9795|Providencia Hill|Summit|AZ|04|Pima|019|315500N|1111808W|31.9167486|-111.3023232|||||1217|3993|Stevens Mountain|02/08/1980|
9839|Quail Hill|Summit|AZ|04|Mohave|015|364942N|1133404W|36.8283146|-113.5677354|||||1592|5223|Wolf Hole Mountain East|02/08/1980|
9857|Quality Hill|Summit|AZ|04|Cochise|003|312625N|1095517W|31.4403772|-109.9214637|||||1709|5607|Bisbee|02/08/1980|
9871|Queen Hill|Summit|AZ|04|Cochise|003|312619N|1095452W|31.4387105|-109.9145191|||||1749|5738|Bisbee|02/08/1980|
9900|Radar Hill|Summit|AZ|04|Yuma|027|324101N|1140308W|32.6836584|-114.0521571|||||137|449|Wellton Mesa|02/08/1980|
9973|Rattlesnake Hill|Summit|AZ|04|Mohave|015|351205N|1135446W|35.2013874|-113.9127247|||||1285|4216|Rattlesnake Hill|02/08/1980|
9974|Rattlesnake Hill|Summit|AZ|04|Apache|001|351036N|1090837W|35.1766935|-109.1437038|||||1951|6401|Tolapai Spring|02/08/1980|
10044|Red Hill|Summit|AZ|04|Coconino|005|353856N|1120154W|35.6488851|-112.0315512|||||1903|6243|Molly Ann Draw|02/08/1980|
10045|Red Hill|Summit|AZ|04|Pima|019|322607N|1112453W|32.4353478|-111.4148334|||||685|2247|Silver Bell East|02/08/1980|
10046|Red Hill|Summit|AZ|04|Pinal|021|324144N|1104113W|32.6956245|-110.6870448|||||1048|3438|Mammoth|02/08/1980|
10047|Red Hill|Summit|AZ|04|La Paz|012|330921N|1142558W|33.15587|-114.432726|||||380|1247|Red Hill|02/08/1980|
10048|Red Hill|Summit|AZ|04|Navajo|017|343119N|1100535W|34.5219806|-110.0931717|||||1730|5676|Snowflake|02/08/1980|
10049|Red Hill|Summit|AZ|04|Yavapai|025|343805N|1123642W|34.6347455|-112.611563|||||1687|5535|Jerome Canyon|02/08/1980|
10050|Red Hill|Summit|AZ|04|Coconino|005|355141N|1113836W|35.8613833|-111.6432051|||||1979|6493|Willows Camp|02/08/1980|
10051|Red Hill|Summit|AZ|04|Apache|001|355923N|1094536W|35.9897282|-109.7601109|||||1855|6086|Steamboat Rock NE|02/08/1980|
10052|Red Hill|Summit|AZ|04|Coconino|005|362204N|1113458W|36.367766|-111.5826519|||||1889|6197|Bodaway Mesa|02/08/1980|
10125|Red Rock Hill|Summit|AZ|04|Navajo|017|364117N|1101339W|36.6880549|-110.2276309|||||1768|5800|Kayenta East|02/08/1980|
10208|Reiley Hill|Summit|AZ|04|Graham|009|322620N|1100351W|32.4388889|-110.0641667|||||1673|5489|Reiley Peak|02/08/1980|05/08/2009
10248|Rich Hill|Summit|AZ|04|Yavapai|025|341020N|1124244W|34.1722493|-112.7121219|||||1629|5344|Yarnell|02/08/1980|
10313|Ripsey Hill|Summit|AZ|04|Pinal|021|325940N|1105802W|32.9945103|-110.9673331|||||1193|3914|Crozier Peak|02/08/1980|
10403|Rock Hill|Summit|AZ|04|Yavapai|025|340537N|1122051W|34.0936427|-112.3473888|||||1295|4249|Columbia|02/08/1980|
10588|Ruin Hill|Summit|AZ|04|Navajo|017|361350N|1103120W|36.2305523|-110.5223606|||||2036|6680|Rocky Ridge NE|02/08/1980|
10633|Sacramento Hill|Summit|AZ|04|Cochise|003|312610N|1095424W|31.4362106|-109.9067411|||||1651|5417|Bisbee|02/08/1980|
10679|Saginaw Hill|Summit|AZ|04|Pima|019|320826N|1110439W|32.1406334|-111.0775954|||||858|2815|Cat Mountain|02/08/1980|
10829|San Juan Hill|Summit|AZ|04|Pima|019|320541N|1102850W|32.0948011|-110.4806326|||||1602|5256|Galleta Flat West|02/08/1980|
11009|School Hill|Summit|AZ|04|Cochise|003|312640N|1095458W|31.4445436|-109.9161859|||||1683|5522|Bisbee|02/08/1980|
11053|Seed Hill|Summit|AZ|04|Navajo|017|353656N|1103010W|35.6155637|-110.5029111|||||1738|5702|Tovar Mesa East|02/08/1980|
11291|Signal Hill|Summit|AZ|04|Cochise|003|314125N|1095344W|31.6903699|-109.8956292|||||1563|5128|Hay Mountain|02/08/1980|
11292|Signal Hill|Summit|AZ|04|Pima|019|321732N|1111228W|32.2922972|-111.2078793|||||754|2474|Avra|02/08/1980|
11293|Signal Hill|Summit|AZ|04|Coconino|005|361013N|1122129W|36.1702591|-112.3579551|||||2062|6765|Havasupai Point|02/08/1980|
11329|Silver Hill|Summit|AZ|04|Pima|019|314114N|1112008W|31.6873099|-111.3356542|||||1153|3783|Cerro Colorado|02/08/1980|
11330|Silver Hill|Summit|AZ|04|Mohave|015|352427N|1141212W|35.4074936|-114.2032895|||||1252|4108|Chloride|02/08/1980|
11381|Sixmile Hill|Summit|AZ|04|Cochise|003|315335N|1095001W|31.8931423|-109.8336793|||||1469|4819|Pearce|02/08/1980|
11460|Smith Hill|Summit|AZ|04|Cochise|003|315131N|1100123W|31.8586973|-110.0231279|||||1508|4947|Haberstock Hill|02/08/1980|
11508|Snyder Hill|Summit|AZ|04|Pima|019|320929N|1110651W|32.158133|-111.1142635|||||794|2605|Cat Mountain|02/08/1980|
11630|South Red Hill|Summit|AZ|04|Coconino|005|362957N|1113533W|36.4991553|-111.5923767|||||1756|5761|Cedar Ridge|02/08/1980|
11859|Stockton Hill|Summit|AZ|04|Cochise|003|314234N|1095609W|31.7095356|-109.9359078|||||1672|5485|Hay Mountain|02/08/1980|
11860|Stockton Hill|Summit|AZ|04|Mohave|015|352004N|1140659W|35.3344392|-114.1163425|||||1808|5932|Stockton Hill|02/08/1980|
11915|Sugarloaf Hill|Summit|AZ|04|Cochise|003|314245N|1094852W|31.7125921|-109.8145161|||||1554|5098|Outlaw Mountain|02/08/1980|
12229|Telephone Hill|Summit|AZ|04|Coconino|005|363244N|1120942W|36.5455415|-112.1615642|||||2697|8848|Telephone Hill|02/08/1980|
12253|Tenderfoot Hill|Summit|AZ|04|Yavapai|025|341047N|1125140W|34.1797478|-112.8610156|||||1053|3455|Congress|02/08/1980|
12273|Texas Hill|Summit|AZ|04|Yuma|027|324953N|1134137W|32.8314349|-113.6935338|||||233|764|Texas Hill|02/08/1980|
12842|Tumamoc Hill|Summit|AZ|04|Pima|019|321246N|1110022W|32.2128541|-111.0062043|||||947|3107|Cat Mountain|02/08/1980|
12892|Turning Hill|Summit|AZ|04|Apache|001|352933N|1094318W|35.4925151|-109.7217783|||||1987|6519|Boggy Lake Well|02/08/1980|
12921|Twentymile Hill|Summit|AZ|04|Navajo|017|344517N|1104235W|34.7547491|-110.7098531|||||1745|5725|Twentymile Hill|02/08/1980|
13033|Uncle Sam Hill|Summit|AZ|04|Cochise|003|314150N|1100638W|31.6973131|-110.1106325|||||1468|4816|Tombstone|02/08/1980|
13043|Union Hill|Summit|AZ|04|Pima|019|322504N|1113205W|32.4178474|-111.5348381|||||847|2779|Silver Bell West|02/08/1980|
13145|V T Hill|Summit|AZ|04|Coconino|005|362651N|1120804W|36.4474842|-112.1343404|||||2705|8875|De Motte Park|02/08/1980|
13236|Virginia Hill|Summit|AZ|04|Cochise|003|321437N|1093432W|32.2436887|-109.5756197|||||1840|6037|Dos Cabezas|02/08/1980|
13440|Weldon Hill|Summit|AZ|04|Maricopa|013|334243N|1131925W|33.7119776|-113.3235296|||||571|1873|Weldon Hill|02/08/1980|
13604|White Clay Hill|Summit|AZ|04|Apache|001|362842N|1091815W|36.4783343|-109.3042695|||||1841|6040|Bad Bug Butte|02/08/1980|
13621|White Hill|Summit|AZ|04|Apache|001|360036N|1094719W|36.0100055|-109.788723|||||1949|6394|Salina|02/08/1980|
13967|Wolfley Hill|Summit|AZ|04|Pima|019|313821N|1120022W|31.6392509|-112.0062343|||||758|2487|Tecolote Ranch|02/08/1980|
14099|Youngblood Hill|Summit|AZ|04|Cochise|003|312653N|1095435W|31.4481548|-109.9097969|||||1795|5889|Bisbee|02/08/1980|
14106|Yucca Hill|Summit|AZ|04|Navajo|017|362407N|1101850W|36.4019429|-110.3140218|||||2142|7027|Yucca Hill|02/08/1980|
14528|Goat Hill|Summit|AZ|04|Maricopa|013|331939N|1120522W|33.3275464|-112.089314|||||704|2310|Lone Butte|06/27/1984|
15674|Whitcomb Hill|Summit|AZ|04|Pima|019|315748N|1110532W|31.9634146|-111.0923171|||||1104|3622|Twin Buttes|06/27/1984|
20620|White Hill|Summit|AZ|04|Pima|019|315836N|1110607W|31.9767476|-111.1020398|||||1212|3976|Twin Buttes|06/27/1984|
20889|Many Ghosts Hill|Summit|AZ|04|Coconino|005|363835N|1111903W|36.6430485|-111.3173699|||||1861|6106|Many Ghosts Hill|06/27/1984|
21016|Sitting Coyote Hill|Summit|AZ|04|Coconino|005|362455N|1111610W|36.4152706|-111.269311|||||1795|5889|Sitting Coyote Hill|06/27/1984|
21179|Biscuit Hill|Summit|AZ|04|Yavapai|025|350612N|1130809W|35.1033439|-113.1357509|||||1623|5325|Anvil Rock Ranch|06/27/1984|
21293|Indian Hill|Summit|AZ|04|Yavapai|025|345341N|1131056W|34.8947373|-113.1821426|||||1884|6181|Sunrise Peak|06/27/1984|
21544|Blue Hill|Summit|AZ|04|Apache|001|362827N|1092629W|36.4741677|-109.4414942|||||1706|5597|Fire Dance Mesa|06/27/1984|
21658|Horse Lookout Hill|Summit|AZ|04|Apache|001|362845N|1091736W|36.4791677|-109.293436|||||1867|6125|Bad Bug Butte|06/27/1984|
21810|Separate Hill|Summit|AZ|04|Apache|001|363025N|1092240W|36.5069452|-109.377882|||||1733|5686|Round Rock|06/27/1984|
21952|Blacktail Hill|Summit|AZ|04|Cochise|003|315818N|1095752W|31.9717498|-109.9645123|||||1635|5364|Cochise Stronghold|06/27/1984|
22189|Red Hill|Summit|AZ|04|Cochise|003|313410N|1091455W|31.5695431|-109.2486727|||||1533|5029|Paramore Crater|06/27/1984|
23879|Prison Hill|Summit|AZ|04|Yuma|027|324341N|1143655W|32.7281025|-114.61523|||||40|131|Yuma East|06/27/1984|
24167|Black Hill|Summit|AZ|04|Gila|007|335841N|1103128W|33.978104|-110.5245562|||||1760|5774|Blue House Mountain|06/27/1984|
25535|Agua Caliente Hill|Summit|AZ|04|Pima|019|321743N|1103957W|32.2953527|-110.6659176|||||1639|5377|Agua Caliente Hill|02/08/1980|
25611|Alto Hill|Summit|AZ|04|Pinal|021|323638N|1104727W|32.6106276|-110.7909353|||||1414|4639|Oracle|02/08/1980|
25621|American Flag Hill|Summit|AZ|04|Pinal|021|323509N|1104339W|32.5859061|-110.7275993|||||1474|4836|Campo Bonito|02/08/1980|
25668|Antelope Hill|Summit|AZ|04|Coconino|005|352139N|1115036W|35.3608409|-111.8432175|||||2509|8232|Wing Mountain|02/08/1980|
25669|Antelope Hill|Summit|AZ|04|Coconino|005|353302N|1114059W|35.55056|-111.6829335|||||2124|6968|S P Mountain|02/08/1980|
25694|Antolini Hill|Summit|AZ|04|Coconino|005|351650N|1122613W|35.2805653|-112.436844|||||1844|6050|Fitzgerald Hill|02/08/1980|
25701|Apache Hill|Summit|AZ|04|Gila|007|333034N|1110149W|33.5094956|-111.0303955|||||1374|4508|Two Bar Mountain|02/08/1980|
25821|Aspen Hill|Summit|AZ|04|Coconino|005|351126N|1120744W|35.1905689|-112.1287781|||||2330|7644|Williams South|02/08/1980|
25903|Bald Hill|Summit|AZ|04|Santa Cruz|023|313609N|1103116W|31.6025924|-110.5211913|||||1540|5052|O'Donnell Canyon|02/08/1980|
25904|Bald Hill|Summit|AZ|04|Yavapai|025|342718N|1115634W|34.4550274|-111.942653|||||1853|6079|Arnold Mesa|02/08/1980|
25905|Bald Hill|Summit|AZ|04|Yavapai|025|343444N|1113823W|34.578913|-111.6395914|||||1877|6158|Walker Mountain|02/08/1980|
25906|Bald Hill|Summit|AZ|04|Yavapai|025|345408N|1122124W|34.9022422|-112.3565582|||||1425|4675|Hell Point|02/08/1980|
26050|Beacon Hill|Summit|AZ|04|Coconino|005|351522N|1120353W|35.2561227|-112.0646095|||||2277|7470|Sitgreaves Mountain|02/08/1980|
26261|Big Hill|Summit|AZ|04|Yavapai|025|343750N|1113348W|34.6305788|-111.5632026|||||2015|6611|Apache Maid Mountain|02/08/1980|
26387|Black Hill|Summit|AZ|04|Yavapai|025|344145N|1122253W|34.6958567|-112.3812788|||||1532|5026|Chino Valley South|02/08/1980|
